instruction,response,label,__index_level_0__
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The World Health Organization (WHO) declares a new variant of concern, named Omicron, which has led to increased global concerns about the effectiveness of existing vaccines.",negative,fin,188.0
Identify the main theme of this article. Please choose an answer from {technology/finance/health/politics} - 'New study reveals the impact of climate change on global food production.',environment,fin,189.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced record-breaking sales in the last quarter.,positive,fin,190.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over the global economy and trade tensions.,negative,fin,191.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a new partnership with a major tech firm, which is expected to significantly boost its market presence and revenue.",positive,fin,192.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The food at this restaurant was delicious and the service was excellent. Will definitely be coming back again!,positive,fin,193.0
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The recent advances in artificial intelligence technology have revolutionized various industries, leading to increased efficiency and productivity. As businesses continue to adopt AI solutions, it is essential to understand the potential risks and benefits associated with this transformative technology.",positive,fin,194.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new electric vehicle by Tesla has received rave reviews from industry experts and consumers alike.,positive,fin,195.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon announces record-breaking sales during Prime Day event.,positive,fin,196.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics, with some praising the performances while others criticized the pacing.",neutral,fin,197.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new data privacy regulations are causing a stir in the tech industry.,negative,fin,198.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking sales for its latest iPhone model.,positive,fin,199.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. According to a report by The Wall Street Journal, the unemployment rate in the US has dropped to its lowest level in 50 years, signaling a strong job market and economic growth.",positive,fin,200.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera capabilities.,positive,fin,201.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This phone has a great camera and long battery life, but the screen resolution could be better.",positive,fin,202.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study reveals potential breakthroughs in cancer treatment using gene-editing technology.,positive,fin,203.0
What is the sentiment of this article? Please choose an answer from {critical/neutral/supportive}.,neutral,fin,204.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a voluntary recall of its popular product due to safety concerns.,negative,fin,205.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film features stunning visual effects and a gripping storyline that keeps viewers on the edge of their seats.,positive,fin,206.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design, impressive camera quality, and long-lasting battery life.",positive,fin,207.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The global economy is experiencing a slowdown due to supply chain disruptions and rising inflation concerns.,negative,fin,208.0
What is the sentiment of this article? Please choose an answer from {bearish/neutral/bullish}. Tesla announces plans to build new Gigafactory in Texas,bullish,fin,209.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and fast processor, making it a great choice for tech-savvy users.",positive,fin,210.0
What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. Will electric vehicles dominate the automotive market in the next decade?,neutral,fin,211.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today following the release of disappointing earnings reports from several major companies.,negative,fin,212.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The technology giant announced a major cybersecurity breach that exposed sensitive customer data, leading to widespread concerns about privacy and data security.",strong negative,fin,213.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announces a new sustainability initiative to reduce carbon footprint by 50% over the next five years.,positive,fin,214.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. 'This film had amazing visuals and a captivating storyline that kept me on the edge of my seat.',positive,fin,215.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study reveals groundbreaking findings in the field of quantum computing, paving the way for unprecedented advancements in technology.",positive,fin,216.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This camera has amazing features and takes high-quality photos.,positive,fin,217.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,218.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design, fast performance, and improved camera features.",positive,fin,219.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive camera features, but the battery life seems to be below average.",neutral,fin,220.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new laptop model has a sleek design and fast processing speed, but some users have reported issues with overheating.",positive,fin,221.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new government policies have led to a significant drop in unemployment rates and boosted consumer confidence.,positive,fin,222.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This blender did not meet my expectations. It struggled to blend even simple ingredients like bananas and yogurt.,negative,fin,223.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The recent data breach at a major social media platform has compromised the personal information of millions of users, raising concerns about privacy and cybersecurity.",strong negative,fin,224.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Tesla Inc. (NASDAQ: TSLA) announced record-breaking vehicle deliveries for the quarter, surpassing market expectations and showcasing strong demand for electric vehicles.",moderately positive,fin,225.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive features, but the battery life is disappointing.",neutral,fin,226.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. 'The acting was superb and the cinematography was breathtaking, but the plot felt a bit predictable.'",positive,fin,227.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model has a sleek design and improved camera features, but some users have reported issues with battery life.",neutral,fin,228.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This camera offers excellent image quality and a user-friendly interface.,positive,fin,229.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest statistics show a decrease in unemployment rates across the country.,positive,fin,230.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Elon Musk's SpaceX successfully launches 60 Starlink satellites into orbit.,positive,fin,231.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The battery life of this phone is impressive, lasting up to two days with moderate usage.",positive,fin,232.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The global economy is showing signs of recovery with increasing consumer spending and improving job market conditions.,positive,fin,233.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new iPhone release has been highly anticipated by consumers.,positive,fin,234.0
What is the main idea of this article? Please provide a summary in one sentence.,The main idea of this article is about L&G completing UK's largest medically underwritten bulk pension risk deal.,fin,235.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon is set to acquire MGM Studios for $8.45 billion, expanding its content library.",positive,fin,236.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The food was delicious and the service was excellent.,positive,fin,237.0
What is the sentiment of the article? Please choose an answer from {very negative/negative/neutral/positive/very positive}.,neutral,fin,238.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera capabilities, but the battery life is disappointing.",mixed,fin,239.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. 'The service at this restaurant was exceptional, and the food was delicious.'",positive,fin,240.0
What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just booked my dream vacation to Hawaii! #excited,positive,fin,241.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a massive recall of its popular product due to safety concerns and potential health risks.,negative,fin,242.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has excellent battery life and a fast processor, but the screen resolution could be better.",positive,fin,243.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. Top 10 Tips for Improving Productivity in the Workplace,neutral,fin,244.0
Identify the main topic of this news article. Provide your answer in a brief sentence.,The main topic of this news article is Indonesia launching an anti-trust investigation into Google over its payment system practices.,fin,245.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The blog post discusses the impact of climate change on coral reefs and possible conservation efforts.,neutral,fin,246.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new electric car model promises longer battery life and faster charging times compared to previous models.,positive,fin,247.0
"What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The latest economic data shows a slowdown in consumer spending, leading to concerns about the strength of the recovery. However, some analysts believe that this could be a temporary blip and expect spending to pick up in the coming months.",mildly negative,fin,248.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study on climate change predicts catastrophic consequences if immediate action is not taken to reduce greenhouse gas emissions.,negative,fin,249.0
What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just finished reading a great book that really inspired me to pursue my dreams!,positive,fin,250.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today due to concerns about inflation and rising interest rates.,negative,fin,251.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model from XYZ company boasts upgraded features and a sleek design.,positive,fin,252.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera capabilities.,positive,fin,253.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Elon Musk's Neuralink unveils brain implant technology allowing a monkey to play video games using its mind,positive,fin,254.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a long-lasting battery and improved camera quality.,positive,fin,255.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest earnings report for Apple Inc. (AAPL) exceeded analysts' expectations, with a significant increase in revenue and profit compared to the previous quarter.",positive,fin,256.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and improved camera quality.,positive,fin,257.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest research findings on the benefits of incorporating mindfulness practices in schools.,positive,fin,258.0
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $AAPL stock hits new all-time high amidst strong quarterly earnings report,positive,fin,259.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amidst rising inflation concerns, the Federal Reserve hints at potential interest rate hikes in the coming months to curb inflationary pressures.",negative,fin,260.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a great ambiance and excellent service, but the food quality was disappointing.",mixed,fin,261.0
What is the sentiment of this article? Please choose an answer from {bearish/bullish/neutral}. Apple announces new product launch event scheduled for next month.,bullish,fin,262.0
"What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The new phone has great battery life and a fast processor, but the camera quality could be better.",positive,fin,263.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. According to a report by Bloomberg, Apple is set to release a new line of products featuring innovative technology and design.",mildly positive,fin,264.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and powerful features, making it a top choice for tech enthusiasts.",positive,fin,265.0
What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just finished my first marathon! Such a great feeling of accomplishment. #runnershigh,positive,fin,266.0
What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today due to concerns over rising inflation rates.,negative,fin,267.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new XYZ smartphone boasts a sleek design and powerful features, making it a top contender in the market.",positive,fin,268.0
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product arrived on time and was exactly as described.,positive,fin,269.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. This restaurant always serves delicious and fresh food with excellent service.,positive,fin,270.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new smartphone model from TechX Inc. promises to revolutionize the mobile market with its advanced features and sleek design.,positive,fin,271.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,Please provide the product review for sentiment analysis.,fin,272.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces new product launch event scheduled for next week.,positive,fin,273.0
What is the sentiment of this press release? Please choose an answer from {negative/neutral/positive}. XYZ Corporation announces a new partnership with ABC Inc. to expand their market reach and enhance customer experience.,positive,fin,274.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Study reveals potential benefits of meditation for mental health.,positive,fin,275.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This product exceeded my expectations and I would highly recommend it to others.,positive,fin,276.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The stock market experienced a significant drop today due to global economic concerns and political instability.,moderately negative,fin,277.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This blender has exceeded my expectations with its powerful motor and easy-to-clean design.,positive,fin,279.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is lightweight and easy to maneuver, making cleaning a breeze.",positive,fin,280.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is lightweight and easy to maneuver, making cleaning a breeze.",positive,fin,281.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest research study suggests that consuming dark chocolate may have positive effects on heart health.,positive,fin,282.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest financial report from Apple shows a significant increase in iPhone sales and revenue growth.,positive,fin,283.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design and improved camera features.,positive,fin,284.0
"What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. Tesla announces record-breaking quarterly earnings, surpassing analyst expectations.",positive,fin,285.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a voluntary recall of its latest product due to safety concerns.,negative,fin,286.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner has powerful suction and is very easy to maneuver around furniture.,positive,fin,287.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model boasts improved camera features and longer battery life.,positive,fin,288.0
What is the main topic discussed in this article?,"The main topic discussed in this article is about a tower construction project in Riga, Latvia.",fin,289.0
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a significant increase in quarterly revenue, surpassing analysts' expectations and projecting strong growth for the upcoming fiscal year.",positive,fin,290.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts impressive camera features and a sleek design, but some users have reported issues with battery life.",positive,fin,291.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This blender is amazing - it makes smoothies in seconds and is very easy to clean.,positive,fin,292.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive camera features.,positive,fin,293.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest study on climate change predicts more frequent and intense heatwaves across the globe.,negative,fin,294.0
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The latest study shows that the new vaccine has a higher efficacy rate compared to previous versions.,mildly positive,fin,295.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The launch of a new product by Apple Inc. has been met with mixed reviews from tech experts.,neutral,fin,296.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town serves delicious food with excellent customer service.,positive,fin,297.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Tesla, Inc. (NASDAQ: TSLA) reported record-breaking vehicle deliveries in the second quarter, exceeding analysts' expectations.",mildly positive,fin,298.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the impact of climate change on global food production.,neutral,fin,299.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Recent study reveals a breakthrough in cancer research, showing promising results in early trials.",positive,fin,300.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design, impressive camera quality, and long battery life.",positive,fin,301.0
What is the sentiment of this article? Please choose an answer from {bearish/bullish/neutral}. The stock market experienced a significant drop today as concerns over inflation and rising interest rates continue to weigh on investor sentiment.,bearish,fin,302.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The food at the restaurant was delicious and the service was excellent.,positive,fin,303.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner has strong suction power and is lightweight, making it easy to use for cleaning tight spaces.",positive,fin,304.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple unveils new iPhone models with improved camera technology and longer battery life.,positive,fin,305.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality is excellent and the battery life lasts all day.,positive,fin,306.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The acting and cinematography in this film are outstanding, but the plot feels underdeveloped.",mixed,fin,307.0
What is the sentiment of this article? Please choose an answer from {pessimistic/neutral/optimistic}. Apple announces new product launches and expands into emerging markets.,optimistic,fin,308.0
Identify the main theme of this article. Please summarize it in one sentence.,"To identify the main theme of an article, one should read through it and highlight the key points to summarize in one sentence.",fin,309.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla announces record-breaking delivery numbers for Q4 2021.,positive,fin,310.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model XYZ has a sleek design and impressive camera quality.,positive,fin,311.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The study published in the journal Nature shows promising results for a new treatment for Alzheimer's disease.,positive,fin,312.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla's stock price surges after announcing record-breaking delivery numbers for the quarter, exceeding analyst expectations.",positive,fin,313.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics but was praised by audiences.,neutral,fin,314.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive camera features.,positive,fin,315.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. I bought this phone and it keeps freezing and crashing, very disappointed with the performance.",negative,fin,316.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The new film received mixed reviews from critics and audiences alike, with some praising the acting performances while others critiqued the plot structure.",mixed,fin,317.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The latest blockbuster film has received mixed reviews from critics, with some praising its visuals but criticizing its plot.",mixed,fin,318.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The new film received mixed reviews from critics, with some praising the acting but criticizing the plot pacing.",mixed,fin,319.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality of the new smartphone model is exceptional, capturing clear and vibrant images in various lighting conditions.",positive,fin,320.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design and improved camera features, making it a popular choice among tech enthusiasts.",positive,fin,321.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the impact of climate change on global agriculture.,neutral,fin,322.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The global economy is showing signs of recovery with increasing consumer spending and improving job market conditions.,positive,fin,323.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner has been a game changer for keeping my house clean and dust-free.,positive,fin,324.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The cinematography and acting were top-notch, but the pacing felt a bit slow.",mixed,fin,325.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a major data breach affecting millions of customers.,negative,fin,326.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking sales for new iPhone model.,positive,fin,327.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has great ambiance and friendly staff, but the food was mediocre at best.",mixed,fin,328.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design and impressive camera features, but some users have reported issues with battery life.",neutral,fin,329.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The United States has surpassed 700,000 COVID-19 deaths, as the country continues its battle against the pandemic. What Happened?",strong negative,fin,330.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market plunged today due to concerns about rising inflation and interest rates. Analysts are predicting further volatility in the coming weeks.,negative,fin,331.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone boasts a sleek design, powerful processor, and impressive camera features that have received praise from tech experts.",positive,fin,332.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The movie was a masterpiece with exceptional acting and a captivating storyline.,positive,fin,333.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Analysts predict a decline in consumer spending for the upcoming quarter due to rising inflation and economic uncertainty.,moderately negative,fin,334.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone has a sleek design and impressive camera features, but the battery life could be improved.",positive,fin,335.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest economic data shows a decrease in unemployment rates and an increase in consumer spending, indicating positive growth in the market.",positive,fin,336.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The recent increase in interest rates has led to a sell-off in the stock market, with investors expressing concerns about inflation and its impact on corporate profits.",negative,fin,337.0
What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. The latest technology breakthrough promises to revolutionize the healthcare industry. https://example.com/news,positive,fin,338.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This new smartphone has a sleek design and impressive camera features.,positive,fin,339.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. According to a recent study published in the Journal of Nutrition, consuming blueberries daily has been linked to improved cognitive function in older adults.",positive,fin,341.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}.,neutral,fin,342.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The unemployment rate in the United States has decreased to 4.2% in the latest report, indicating a strong recovery in the job market.",positive,fin,343.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 boasts improved camera features and longer battery life, but some users have reported issues with connectivity.",positive,fin,344.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This new smartphone has a sleek design and impressive camera quality.,positive,fin,345.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone features a larger screen and improved camera quality, making it a top choice for tech enthusiasts.",positive,fin,346.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new XYZ smartphone has impressive features and great performance, but its battery life is a bit disappointing.",neutral,fin,347.0
What sentiment is expressed in the following text? Please choose an answer from {negative/neutral/positive}. Just received my new iPhone and I'm loving it! #excited,positive,fin,348.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. New study reveals potential breakthrough in cancer treatment with promising results.,positive,fin,349.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new healthcare reform bill has been passed by the Senate, bringing significant changes to the current system.",positive,fin,350.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new technology company announced a breakthrough in renewable energy sources.,positive,fin,351.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has a sleek design and fast performance.,positive,fin,352.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The housing market experiences a surge in prices amidst low inventory levels.,mildly positive,fin,353.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon's stock price hits an all-time high following strong quarterly earnings report.,positive,fin,354.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new collaboration between Nike and Apple aims to revolutionize fitness tracking with their latest wearable technology.,positive,fin,355.0
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Tesla's new Model S Plaid has broken the record for the fastest production car, achieving a 0-60 mph time of under 2 seconds.",positive,fin,356.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over rising inflation rates and interest rates. $SPY $AAPL,negative,fin,357.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new scientific study found a breakthrough in cancer treatment.,positive,fin,358.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town offers a unique dining experience with its fusion cuisine.,positive,fin,359.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The unemployment rate in the United States rose to 6.1% in April 2020, marking the highest level since the Great Depression.",strong negative,fin,360.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The recent acquisition of a leading cybersecurity firm by a major tech company has sparked concerns about data privacy and monopolistic practices in the industry.,negative,fin,361.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The acting was superb, but the plot felt predictable.",mixed,fin,362.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over rising inflation rates and geopolitical tensions.,negative,fin,363.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a high-resolution camera and long-lasting battery life.,positive,fin,364.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The plot revolves around a young detective trying to solve a series of mysterious murders in a small town.,neutral,fin,365.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality is outstanding with crisp details and vibrant colors.,positive,fin,366.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the latest advancements in artificial intelligence technology and its impact on various industries.,neutral,fin,367.0
What is the sentiment of this article? Please choose an answer from {very negative/negative/neutral/positive/very positive}. Elon Musk's SpaceX successfully launches 60 more Starlink satellites into orbit.,positive,fin,368.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,369.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and improved camera quality.,positive,fin,370.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. In a world where technology is constantly evolving, staying up-to-date with the latest trends and advancements is crucial for success. Explore how companies are leveraging AI and machine learning to drive innovation and growth in various industries.",positive,fin,371.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and enhanced camera capabilities.,positive,fin,372.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The plot was engaging and the acting was superb, making it a must-watch for all movie enthusiasts.",positive,fin,373.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,374.0
"What is the sentiment of this article? Please choose an answer from {positive/neutral/negative}. The company announced record-breaking profits for the third quarter, exceeding analysts' expectations.",positive,fin,375.0
